id,nombre_biblioteca,fecha_fundacion,mail,id_departamento
787,Bib.Pop. Dr. M. Ruiz Moreno,1910-06-25,,34014
3330,Bib.Pop. María Blanca B. de Simonotto,1980-01-01,bpsimonotto@fibertel.com.ar,34014
3433,Bib. Pop. Margarita Diez,1980-01-01,bpmargaritadiez@hotmail.com,34014
3435,Bib.Pop. 12 de Octubre,1995-09-19,,34014
3495,Bib.Pop. del Bº Gob.Emilio Tomas,1980-01-01,,34014
3179,Bib.Pop. Armando de Vita y Lacerra,1991-08-23,,34014
3636,Bib.Pop. San José de Cupertino,1997-07-24,,34014
3842,Bib.Pop. La esperanza,1998-05-13,,34014
4236,Bib. Pop. Alberto Luis García,1999-08-23,,34021
3180,Bib.Pop. San Francisco de Laishi,1992-08-12,,34021
2976,Bib.Pop. Dr. Ernesto Guevara,1978-08-23,,34035
3314,Bib.Pop. Escritores Formoseños,1994-09-30,bipopesfo@hotmail.com,34035
3780,Bib.Pop. Eloy Caniza,1980-01-01,,34049
3776,Bib.Pop. Prof. José F. Fernández,1980-01-01,,34049
3269,Bib.Pop. Julio Cortázar,1993-04-30,,34049
2964,Bib.Pop.Mun. Juan Bautista Alberdi,1977-12-09,,34049
3818,Asoc.Amig.Bib.Pop. Don Cosme D. Ruiz Diaz,1998-09-06,,34049
3207,Asoc.Bib.Pop. Félix Atilio Cabrera,1980-01-01,,34049
3955,Bib. Pop. Dra. María Cristina Balbuena,1999-08-14,jjbogarin@hotmail.com,34049
3516,Bib. Pop. Dr. Tirso Peña,1996-07-01,,34049
3387,Bib.Pub. Pop. San Antonio,1992-08-17,,34056
2974,Bib.Pop.Pub.Mun. Don José F.de San Martín,1978-04-11,biblisanmartin@hotmail.com,34056
3761,Bib. Pop. Pedro Castagne,1998-09-04,,34056
3721,Bib.Pop. Rosario Tolaba,1997-11-20,,38007
3462,Bib.Pop. Mariano Valle,1915-09-16,cesarmamani29@yahoo.com.ar,38007
3976,Bib. Pop. Crear y Ser,2000-10-01,,38007
3307,Bib.Pop. de Ciudad Perico,1980-01-01,,38014
763,Bib.Pop. Domingo T. Pérez,1905-04-09,bibliotecadomingotperez@gmail.com,38014
3627,Asoc.de Amigos Bib.Mun. y Pop. Carlos Juárez,1996-11-28,,38014
3219,Bib.Pop. de Monterrico,1993-02-12,biblmonterrico@gmail.com,38014
3391,Bib.Pop. Jorge Domingo Calvetti,1980-01-01,bibliotecapopularjorgecalvetti@hotmail.com ,38021
3713,Bib.Pop. del barrio cerro las Rosas (N,1997-09-20,,38021
4275,Bib.Pop. El futuro de los niños,2004-07-27,,38021
4267,Bib.Pop. y C. Cult. Niños Pájaros,2000-10-14,,38021
766,Bib.Pop. de Jujuy,,bibpojuj@imagine.com.ar,38021
3657,Bib. Pop. Leer te ayuda a crecer,1997-05-31,bibliotecaepam3@yahoo.com.ar,38021
4098,Bib.Pop. Campo Verde,2002-05-08,,38021
3895,Bib.Pop. Coronel Manuel E. Arias,1980-01-01,,38028
769,Bib.Pop. Gral. Bartolomé Mitre,1906-05-25,,38028
3185,Bib.Pop. José Ingenieros,1980-01-01,,38035
913,Bib.Pop. Bartolomé Mitre,1922-02-10,,38035
4172,Bib.Pop. San Marcelino,1980-01-01,,38035
770,Bib.Pop. D.F.Sarmiento,1911-06-05,,38035
3263,Bib.Pop.Mun. Antonio Paleari,1980-01-01,,38042
3985,Bib.Pop. Dr. Héctor Tizon,1980-01-01,,38042
3183,Bib.Pop. Virgen de Río Blanco,1980-01-01,,38042
3237,Bib.Pop. de Palpalá,1980-01-01,,38042
1198,Bib.Pop. Coronel Hilarion de la Quintana,1926-05-26,silvio_valencia@hotmail.com,38056
3503,Bib.Pop. Solidaridad,1996-02-03,,38063
2699,Bib.Pub.Pop.y Esc. Ernesto Sábato,1980-01-01,,38063
771,Bib.Pop. D.F.Sarmiento,1911-09-07,,38063
3575,Bib.Pop. San José Obrero,1980-01-01,bibliosanjoseobrero@hotmail.com,38063
3682,Bib.Pop. San Francisco de Asís,1980-01-01,,38063
3348,Bib.Pop.y C.Vecinal San Antonio de Padua,1993-07-20,,38063
3227,Bib.Pub.Pop Palma Sola,1980-01-01,,38070
3275,Bib.Pop. José Hernández,1993-06-28,,38070
4163,Bib. Pop. de Susques,1980-01-01,,38084
4281,Bib. Pop. Maestro José Eduardo Ferretti,1996-04-21,,38084
1260,Bib.Pop. Bartolomé Mitre,1910-05-26,,38094
3059,Bib.Pop. 3 de Abril,1986-05-14,,38098
3276,Bib.Pop. Viltipoco,1980-01-01,,38098
772,Bib.Pop. La Unión Aspirante de Yavi,1911-08-31,,38112
774,Bib.Pop. D.F.Sarmiento,1915-07-09,,38112
2137,Bib.Pop. Bernardino Rivadavia,1980-01-01,bibliotecariglos@yahoo.com.ar,42007
3215,Bib.Pop. Martín Fierro,1980-01-01,bmfierrodoblas@cosedo.com.ar,42007
4300,Bib. Pop. Joaquín Anchorena,2005-07-20,bpjoaquinanchorena@gmail.com,42007
1990,Asoc. Bip. Esc.  Pop.,1914-11-23,bibliorolon@gmail.com,42007
3251,Bib.Pop. Profesor H. Eros D .N. Siri,1980-01-01,bibliotecaerosiri@gmail.com,42007
3279,Bib.Pop. La Adela,1980-01-01,bibliotecalaadela@hotmail.com,42014
4124,Bib.Pop. Edgar Morisoli,1980-01-01,biblioteca_emorisoli@hotmail.com,42021
4345,Bib. Pop. Malvinas Argentinas,2014-09-23,bpmalvinasargentinas@gmail.com,42021
3737,Bib. Pop. Rodolfo de Diego,1994-11-17,bibliorodo@cpenet.com.ar,42021
4251,BIb. Pop. Teresa Pérez,2009-04-04,bibliotecapopularteresaperez@gmail.com,42021
3377,Bib.Pop. Raúl Isidoro D'Atri,1994-08-16,,42021
3386,Bib.Pop. Manuel P.Rodriguez Un N.H.P/la Cult.,1995-04-22,biblioanguil@gmail.com,42021
4270,Bib.Pop. Miguel Angel Gomez Drumell,2009-09-01,bibliomiguelgomez@gmail.com,42021
2317,Bib.Pop. Clemente J. Andrada,1980-01-01,biblo2317@gmail.com,42021
3321,Bib.Pop. María Rubio de Bada,1980-01-01,,42028
3839,Bib. Pop. Olga Orozco,1980-01-01,bp3839@bepe.ar,42028
3722,Bib.Pop. Noemí Gavilán de Tarquini,1997-10-13,ivaveroferrer@yahoo.com.ar,42028
1646,Bib.Pop. Manuel Lej,1932-05-15,popularsarmiento@yahoo.com.ar,42035
3617,Bib. Pop. Faustino Casimiro Bustos,1998-04-01,biblioconhello@yahoo.com.ar,42035
819,Bib.Pop. San Martín,1932-12-03,bibliosm@cospec.com.ar,42035
2316,Bib.Pop. Asoc.Ex-Alumnos Escuela Nº43 y Bib.Pop.,1946-09-17,biblomn@yahoo.com.ar,42035
3181,Bib.Pop. Juan Ricardo Nervi,1980-01-01,biblio_mayer@yahoo.com.ar,42035
3214,Bib.Pop. Chapaleufu,1993-03-08,bibliochapaleufu@hotmail.com,42056
3382,Bib.Pop. Francisco Ceballos,1980-01-01,,42056
2679,Bib.Pop. Renovación,1932-05-07,bprenovacion@gmail.com,42056
1499,Bib.Pop. Ricardo Güiraldes,1929-11-14,bibliovertiz@yahoo.com.ar,42056
4287,Bib. Pop. La Huella,2000-05-15,,42056
3563,Bib.Pop. María Elena Walsh,1995-11-01,,42070
806,Bib.Pop. Florentino Ameghino,1921-02-03,sonirack77@yahoo.com.ar,42070
2259,Bib.Pop. Almafuerte,1945-08-01,guatrachebpalmafuerte@gmail.com,42070
3416,Bib. Pop. José Barbero,1994-08-01,bibliojosebarbero@gmail.com,42070
3250,Bib.Pop.Mun. Alpachiri,1984-08-01,biblioalp@yahoo.com.ar,42070
3874,Bib.Pop. de Abramo,1980-01-01,bibabramo@hotmail.com,42077
3309,Bib.Pop. María E. Fernández de Falciola,1980-01-01,falciola@cooparauz.com.ar,42077
883,Bib.Pop. Aristóbulo del Valle,1923-01-01,biblioteca_adelvalle@hotmail.com,42077
2786,Bib.Pop. Mariano Moreno,1958-11-27,bibliotecammoreno@yahoo.com.ar,42077
3618,Bib. Pop. Walter Cazenave,1980-01-01,,42084
3546,Bib. Pop. Carro quemado,1996-07-01,bibliocq@hotmail.com,42098
815,Bib.Pop. Bartolomé Mitre,1905-06-04,bibliorica@yahoo.com.ar,42098
1509,Bib.Pop. Manuel Belgrano,1931-05-11,biblio_mb_luantoro@hotmail.com,42098
808,Bib.Pop.Mun. José Manuel Estrada,1912-11-30,bibliotecaestrada@yahoo.com,42105
1555,Bib.Pop. Almafuerte,1931-07-26,almafuerte_1555@yahoo.com.ar,42105
2807,Bib.Pop. Juan del Rosario Garro,1961-08-21,bibliotecagarro@gmail.com,42105
1945,Bib.Pop. Antonio Martello de Speluzzi,1937-04-01,biblioamartello@hotmail.com,42105
4080,Bib.Pop. José Elías Rosales,2003-01-06,bibliotecarosales@hotmail.com,42105
2803,Bib.Pop. Joaquín V. González,1958-10-12,bibliotecajvg@yahoo.com.ar,42105
816,Bib.Pop. Raúl Belisario Díaz,1911-07-01,bpraulbdiaz@yahoo.com.ar,42119
3531,Bib.Pop. Héctor Raúl Tardiani,1996-02-22,,42119
3231,Bib.Pop. José Hernández,1993-03-29,josehernandezbp@yahoo.com.ar,42119
2122,Bib.Pop. Bernardino Rivadavia,1933-04-13,,42119
1477,Bib.Pop. Florentino Ameghino,1930-07-27,bibliotecacaleufu@yahoo.com.ar,42126
3480,Bib.Pop. Jorge Agustín Picca,1995-09-25,bibliotecajorgepicca@yahoo.com.ar,42126
1766,Bib.Pop. D.F.Sarmiento,1932-10-20,bibrancul452@hotmail.com,42126
823,Bib. Pop. Bernardino Rivadavia,1915-06-27,biblioquetre@cernet.com.ar,42126
3186,Bib.Pop. Modesto Caretto,1987-11-01,bibliotecalamaruja@hotmail.com,42126
2457,Bib.Pop. Libertador San Martín,1950-11-12,,42126
916,Bib.Pop. D.F.Sarmiento,1920-07-09,margaretsos@hotmail.com,42133
3171,Bib.Pop. Alberto Cortez,1979-02-20,,42133
811,Bib.Pop. Presidente Avellaneda,1910-05-01,,42133
3434,Bib. Pop. Sebastián Dalmasso,1994-06-04,gildarodriguez_73@hotmail.com,42133
3177,Bib.Pop. Mariano Moreno,1980-01-01,,42133
2355,Bib.Pop.Mun. Ing. Luis Luiggi,1948-07-04,bibliotecaingenieroluiggi@hotmail.com,42133
805,Bib.Pop. Florentino Ameghino,1919-07-07,bibmartini@hotmail.com,42133
3565,Bib.Pop. José Grassi,1980-01-01,vanpraetbiblioteca@yahoo.com.ar,42133
897,Bib.Pop. Toay,1921-11-21,bibliotecatoay@cpenet.com.ar,42140
1556,Bib.Pop. Pedro Arata,1931-08-16,biblioarata@yahoo.com.ar,42147
2647,Bib.Pop. Juan B. Justo,1926-08-30,bibliotecatrenel@yahoo.com.ar,42147
3347,Bib.Pop.Esc. Escuela Nº 164,1980-01-01,biblioacha@yahoo.com.ar,42154
2373,Bib.Pop. D.F.Sarmiento,1934-08-13,bibpopataliva@yahoo.com.ar,42154
2387,Bib.Esc. Pop. Alfredo Suarez Verdier,1943-08-11,biblioteca_sv@yahoo.com.ar,42154
901,Bib.Pop. Florentino Ameghino,1922-02-22,biflora.me@hotmail.com,42154
3308,Bib.Pop. Mun. Juan Río de Quehue,1990-12-15,,42154
724,Bib.Pop. Pedro I. de Castro Barros,1915-04-28,,46007
4187,Cen. Cult. y Bib. Pop. Ciudad de los Naranjos,1980-01-01,bibliociudadnar@hotmail.com,46014
718,Bib.Pop. Mariano Moreno,,bibliotecamarianomoreno@gmail.com,46014
4370,Bib.Pop. Darío Santillán,2003-10-11,,46014
1345,Bib.Inf.Pop. Tte.Coronel Marcelino Reyes,1980-01-01,bmarcelinoreyes@gmail.com,46014
2687,Bib.Pop. Juan Ramirez de Velazco,1956-06-02,,46014
719,Bib.Pop. Juan Bautista Alberdi,1914-02-01,,46014
1775,Bib.Pop. Pedro I. de Castro Barros,1927-11-27,,46021
1805,Bib.Pop. Gob. Dr. B. de la Vega,1934-10-24,,46021
1993,Bib.Pop. e Inf. Sarmiento,1933-09-03,,46021
3529,Bib. Pop. María Esther Brizuela de Bazán,1980-01-01,,46021
3918,Bib.Pop. José Hernández,1999-11-10,,46028
725,Bib.Pop. Mitre,1921-06-13,enriquealbertostoller@hotmail.com,46035
3962,Bib.Pop. Vichigasta,2001-09-13,,46042
716,Bib.Pop. Joaquín V. González,1903-09-22,biblioteca026@gmail.com,46042
2672,Bib.Pop. Domingo Faustino Sarmiento,1955-11-28,,46042
726,Bib.Pop. Pedro I. de Castro Barros,1914-10-24,,46049
2293,Bib.Pop. Gral. V. Peñaloza,1946-04-17,,46056
723,Bib.Pop. D.F.Sarmiento,1908-12-15,,46063
3606,Bib.Pop. Juan Facundo Quiroga,1947-11-17,,46063
4090,Bib.Pop. Pastor de la Colina Villafañe,1980-01-01,,46119
1997,Bib.Pop. Dardo de la Vega Díaz,1935-10-01,,46126
3209,Bib.Pop. Juventud en acción,1992-11-30,,50007
3932,Bib.Pop. Casa por la memoria y la cultura popular,1999-09-16,,50007
4310,Bib.Pop. Libros Abiertos para la sociedad,2008-06-30,bplibrosabiertosmza@gmail.com,50007
1364,Bib.Pop. Gral. C. M. de Alvear,1928-08-05,bibliotecadeoeste@hotmail.com ,50014
2188,Bib.Pop. Antonio Dimarco,1940-12-08,bibliotecadimarco@yahoo.com.ar,50014
2131,Bib.Pop. D.F.Sarmiento,1935-04-28,bp2131sarmiento@yahoo.com.ar,50014
3266,Bib.Pop. Escritores Alvearenses,1994-01-10,bibescritoresalvearenses@gmail.com,50014
665,Bib.Pop. Presbítero P. C. Arce,1914-05-10,ifsapaag@hotmail.com,50021
4103,Bib.Pop. PABLITO GONZALEZ,2002-04-16,,50021
4018,Bib.Pop. Tomás Godoy Cruz,1980-01-01,,50021
4382,Bib. Pop. Ta Te Ti,2009-03-27,,50028
3264,Bib.Pop. Rodeo de la cruz,1980-01-01,,50028
4085,Bib.Pop. El bermejo,2001-07-07,,50028
4314,Bib.Pop. Daniel Talquenca de Guaymallén,2011-05-18,,50028
3497,Bib. Pop. Jesús Nazareno,1980-01-01,bipo_jnazareno@yahoo.com.ar,50028
3947,Bib.Pop. Santa Rosa,1980-01-01,,50035
3550,Bib. Pop. Ingeniero Giagnoni,1980-01-01,,50035
3057,Bib.Pop. Pedro José Bustos,1970-10-08,bip3057@gmail.com,50035
3486,Bib. Pop. Mirta Vivante,1995-08-02,bibliotecapmvivante@yahoo.com.ar,50049
3625,Bib.Pop. Francisco Montalto,1980-01-01,,50049
4049,Bib.Pop. Palabras del corazón,1980-01-01,,50049
3720,Bib.Pop. Escritores Mendocinos,1996-07-09,,50049
4255,Bib.Pop. del Saber del Pueblo y su Cultura,2008-11-01,noemi84@live.com.ar,50049
3993,Bib.Pop. Francisco Manino,1999-04-01,,50049
3498,Bib.Pop. Tres de Mayo,1980-01-01,,50056
1256,Bib.Pop. Tomás Godoy Cruz,1926-08-29,bibliotecatomasgcruzcosta@hotmail.com,50056
2894,Bib.Pop. José A. Pujadas,1971-04-29,biblioteca_pujadas@hotmail.com,50056
4325,Bib. Pop. Benito Juárez,1991-11-20,biblio_benitojuarez@yahoo.com.ar,50063
4315,Bib.Pop. Virgen de la Carrodilla,1996-03-29,bibliocarrodilla@live.com.ar,50063
4159,Bib.Pop. Las Compuertas,1980-01-01,bibliolascompuertas@gmail.com,50063
2875,Bib.Pop.Mun. Juan Bautista Alberdi,1911-05-25,bibliopmalberdi@yahoo.com.ar,50063
3725,Bib. Pop. Chacras de Coria,1996-10-19,bibliochacras@yahoo.com.ar,50063
4138,Bib.Pop. Armando Tejada Gómez,1980-01-01,,50063
4183,Bib.Pop. Alfonsina Storni,1980-01-01,,50070
3613,Bib.Pop. Lucila Barrionuevo de Bombal,1995-11-16,bibliotecapopularlucilabombal@hotmail.com,50070
4271,Bib. Pop. General Gutiérrez,1998-01-05,bibliotecagutierrez@gmail.com,50070
2665,Bib.Pop.Mun. José Hernández,1993-11-12,,50077
692,Bib.Pop. Bernardino Rivadavia,1915-05-30,bip692@hotmail.com,50084
3463,Bib.Pop. Angélica Z. de Catena,1980-01-01,,50084
4246,Bib.Pop. Maestro Pedro Azín de San Carlos,2005-06-15,biblioteca_pedro_azin@hotmail.com,50091
3271,Bib.Pop. Profesor Dionisio Chaca,1986-09-06,bibliotecadionisiochaca@gmail.com,50091
3233,Bib.Pop. Mariano Moreno,1947-11-24,bpmmorenochilecito@yahoo.com.ar,50091
3190,Bib. Pop. Joaquín di Genaro,1992-07-10,bibdigenaro@yahoo.com.ar,50091
3228,Bib.Pop. Dr. Faustino B. Gil,1993-01-02,,50091
3750,Bib.Pop. Tres porteñas de San Martín,1980-01-01,,50098
4173,Bib. Pop. Ricardo Rojas,1980-01-01,bibliotecarojasmza@hotmail.com,50098
689,Bib.Pop. Julio A. Roca,1980-01-01,bibliopop.julioaroca@gmail.com,50098
4144,Bib.Pop. de Alto Verde,1980-01-01,bibloaltoverde@yahoo.com.ar,50098
3212,Bib.Pop. Derly R. Calderón,1992-08-12,bpderly@yahoo.com.ar,50105
3265,Bib.Pop. Manuel Belgrano,1992-11-19,,50105
4099,Bib.Pop. Manuel Belgrano de El Nihuil,1980-01-01,,50105
3329,Bib.Pop. Dolina Salas,1980-01-01,,50105
1576,Bib.Pop. Cultura,1932-06-19,bibpop1576@yahoo.com.ar,50105
3282,Bib.Pop. Salto de las Rosas,1993-08-17,saltodelasrosasbiblioteca@yahoo.com.ar,50105
4100,Bib.Pop. Maestro Antonio Isaac Quiroga,1980-01-01,,50105
3306,Bib.Pop. Fray F. Inalican,1980-01-01,,50105
676,Bib.Pop. Mariano Moreno,1919-03-30,,50105
4102,Bib. Pop. Esperanza de nuestros lectores,2004-05-17,,50105
3981,Bib.Pop. Manuela Lara,1998-07-20,labibliotecadelallave_ml@yahoo.com.ar,50105
1276,Bib.Pop. Francisco Peñasco,1926-11-26,bibliotecafranciscopenasco@yahoo.com.ar,50105
3423,Bib.Pop. Carolina Paponet de Suter,1980-01-01,,50105
4278,Bib.Pop. Práxedes Garde de Arizu,2009-03-17,,50105
3360,Bib.Pop. Tulio Pusterla,1980-01-01,,50112
4293,Bib. Pop. Marcelo Humberto Cirot,2002-06-15,bibliotecacirot@gmail.com,50112
3815,Bib.Pop. Antonio Fernández,1980-01-01,,50119
3662,Bib.Pop. Segundo Manuel Esteves,1997-07-09,bibliotecapopularesteves@gmail.com,50119
3234,Bib.Pop. Vista Flores,1987-03-21,bibliotecapopularvistaflores@yahoo.com.ar,50119
4095,Bib.Pop. Mirador de Las Estrellas,2003-03-03,bibliotecapopulartupungato@gmail.com,50126
3970,Bib.Pop. María Magdalena Deautier,2000-07-21,,54007
3501,Bib.Pop. Aristóbulo del Valle,1990-06-18,,54014
4211,Asoc.Bib.Pop. Arturo U. Illia,1980-01-01,,54014
3995,Asoc.Civ.Bib.Pop. José Hernández,2000-09-18,,54014
3300,Bib.Pop.Mun. Bernardino Rivadavia,1980-01-01,,54021
4329,Bib.Pop. San Martín,2012-09-10,,54021
802,Bib.Pop. Sarmiento,1979-10-18,,54021
4394,Bib. Pop. El Urunday,2021-08-23,bibliotecapopularelurunday@gmail.com,54021
4258,Bib.Pop. Sur Argentino,2001-10-13,bpsurargentino@yahoo.com,54028
793,Bib.Pop. Posadas,1913-12-13,bibposadas@arnetbiz.com.ar,54028
3777,Bib.Pop. San Miguel,1980-01-01,,54028
4387,Asoc.Vecinal Barrio Parque 2 de abril,1980-01-01,,54028
2939,Bib.Pop. El palomar del R.C.de V.URQ.,1975-05-03,,54028
3421,Bib.Pop. Granadero Chepoya,1994-03-09,bibliotecapopularchepoya@gmail.com,54028
3602,Bib. Pop. José Ramos,1997-04-22,,54028
790,Asoc.Civ.Bib.Pop. Bartolome Mitre,1911-06-02,,54035
2950,Bib.Pop. Eldorado,1968-04-09,bibliotecaeldorado@hotmail.com,54042
3461,Bib.Pop. Jorge Luis Borges,1980-01-01,,54049
3312,Bib.Pop.Esc. de F. Soberanía nacional,1980-01-01,,54049
3324,Bib.Pop. Gabriela Mistral,1980-01-01,,54056
3445,Bib.Pop.Esc. Aída Simonetti de Ocampo,1980-01-01,,54056
4363,Bib.Pop. Alma Guaraní,2015-07-15,,54063
3544,Bib.Pop.Pub. Victoria Aguirre,1996-12-01,,54063
3405,Bib.Pop. Arandu Roga,1980-01-01,,54063
3755,Bib.Pop. Mejor pasar,1997-11-22,bpmejorpasar@hotmail.com.ar,54070
3395,Bib.Pop.Mun. Nicolás A. Petcoff,1994-12-07,bibpetcoff@yahoo.com.ar,54077
2944,Bib.Pop. Horacio Quiroga de Puerto Rico,1962-06-15,bibliotecahoracioquiroga@live.com,54077
3304,Bib.Pop. Horacio Quiroga,1980-01-01,bibliotecahquir@yahoo.com.ar,54084
2995,Bib.Pop. D.F.Sarmiento,1978-10-25,,54084
3374,Bib.Pop.Tec. Roque G. de Santa Cruz,1980-01-01,,54084
4128,Bib.Pop. Oñondive,1980-01-01,,54084
3875,Bib.Pop. Yapeyú,1980-01-01,,54091
4079,Bib. Pop. Vamos a leer,2002-03-13,bibleer@yahoo.com.ar,54091
2561,Bib.Pop. D.F.Sarmiento,1946-09-09,bibpopsarmiento@yahoo.com.ar,54091
3935,Asoc.Bib.Pop. Ernesto Sábato,2000-08-21,popularsabato@gmail.com,54098
803,Bib.Pop. Patricias argentinas,1910-05-02,,54098
4214,Bib.Pop. Del Conocimiento al Saber,1980-01-01,,54105
3825,Bib.Pop. Dr. Bernardo Elvira,1980-01-01,,54105
4247,Bib. Pop. Thay Morgenstern,2004-05-11,bibliopopu.sanpedro@gmail.com,54112
3336,Bib.Pop. 23 de Septiembre,1994-06-04,bibpop3336@yahoo.com.ar,54119
3299,Bib.Pop. Victoriano E. Cardozo,1994-06-01,bibcardozo@yahoo.com.ar,54119
3217,Bib.Pop.Esc. Miguel A. Camino,1980-01-01,,58007
3788,Bib.Pop. Maestro Galeano,1980-01-01,,58007
3210,Bib.Pop. Juan Benigar,1993-10-20,,58007
3756,Bib. Pop. San Patricio del Chañar,1997-12-02,bibliotecachanar@yahoo.com.ar,58014
4160,Bib.Pop. Quintú C´Me Raquizuam (Buscando Buenos Pensamientos),1980-01-01,bibliotecaquintu@yahoo.com.ar,58021
3175,Bib.Pop. Calquin Mapu,1980-01-01,,58028
4152,Bib. Pop. Pehuen - Barrio Alta Barda,1980-01-01,,58035
4162,Bib.Pop. Huilliches,2004-04-12,Biblioteca.popular.huilliches@gmail.com,58035
4123,Bib.Pop. Luis Topo Oliva Asociación Civil,2002-07-24,,58035
4032,Bib.Pop. Rodolfo Walsh,1980-01-01,,58035
3642,Bib.Pop. Ceferino Contreras,1997-10-21,,58035
3536,Bib.Pop. María Eva Duarte,1996-07-24,,58035
3103,Bib.Pop. Julio Cortázar,1980-01-01,bpjcortazar@yahoo.com.ar,58035
3220,Bib.Pop. Kique Sánchez Vera,1993-04-01,bibliopopularkiquesanchezvera@gmail.com,58035
3222,Bib.Pop. Hugo M. Berbel,1993-06-12,info.biblioberbel@gmail.com,58035
3381,Bib.Pop. Irma Cuña,1980-01-01,biblioteca_irmac@yahoo.com.ar,58035
3332,Bib.Pop. Enrique Rocca,1993-04-07,,58035
3319,Bib.Pop. Escritores Neuquinos,1994-09-23,bpescritoresneuquinos@gmail.com,58035
3646,Bib.Pop. Gran Neuquén,1997-02-05,bib.granneuquen@hotmail..com,58035
4237,Bib. Pop. Salomón,2003-03-01,bibliotecapopularsalomon@hotmail.com,58035
3354,Bib.Pop. Kimn,1994-12-10,,58035
1342,Bib.Pop. Juan Bautista Alberdi,1928-11-10,bibliotecajbalberdi@gmail.com,58035
3092,Bib.Pop. Buta Ruca,1987-07-26,butaruca@yahoo.com.ar,58035
3143,Bib.Pop.Mun. Asoc.A. Bca.J. Benigar,1980-01-01,bibliojuanbenigar@hotmail.com,58035
3131,Bib.Pop. Hueupines,1987-09-15,,58035
4296,Bib.Pop. Espacio de Libertad,1980-01-01,bibliopopespaciodelibertad@yahoo.com.ar,58035
4269,Bib.Pop. Abuela Bertogna de Barrio Nuevo,2003-10-24,,58035
3295,Bib.Pop. María E. Tejada de Lastra,1994-03-08,,58035
3168,Bib.Pop. Valentín Sayhueque,1980-01-01,bibliotecavalentinsayhueque@hotmail.com,58035
3160,Bib.Pop. D.F.Sarmiento,1980-01-01,,58035
3099,Bib.Pop. Malvinas argentinas,1980-01-01,bibliomalargen@hotmail.com,58035
4113,Bib.Pop. Libertador General José de San Martín,2001-12-13,bgsmartin@hotmail.com,58035
3161,Bib.Pop. América,1980-01-01,,58035
3919,Bib.Pop. Carmen Mellado,1993-08-16,bibliocarmen.mellado@gmail.com,58035
4254,Bib.Pop. 15 de junio,2002-06-12,biblioteca15dejunio@hotmail.com,58035
4052,Bib. Pop. Monseñor Jaime de Nevares,2002-07-25,bibliotecadenevares@yahoo.com.ar,58035
3100,Bib.Pop. Ruca Limay,1989-04-29,bibliolimay@yahoo.com.ar,58035
3102,Bib.Pop. Segundo Vazquez,1994-12-21,,58035
3137,Bib.Pop. Eliel Aragon,1990-11-07,biblioeliel@gmail.com,58035
3134,Bib.Pop. Amaranto Suarez,1980-01-01,,58035
3130,Bib.Pop. Darío Millain,1980-01-01,dario.millain@gmail.com,58035
3104,Bib.Pop. Suyai Mapu,1980-01-01,suyaimapu@yahoo.com.ar,58035
3840,Bib.Pop. Jorge Fonseca,1999-06-10,,58035
2747,Bib.Pop. Carlos H. Rodríguez,1958-10-22,bibliotecachrodriguez@gmail.com,58035
3146,Bib.Pop. Homero Manzi,1980-01-01,,58035
3145,Bib.Pop. Gob. Angel Edelman,1980-01-01,bibliotecaedelman@yahoo.com.ar,58035
3091,Bib.Pop. Cuenca del Curi Leuvu,1980-01-01,,58042
3260,Bib.Pop. Barrio Uriburu,1980-01-01,,58042
824,Bib.Pop. Coronel J. M. Olascoaga,1980-01-01,bibliotecaolascoaga_chosmalal@yahoo.com.ar,58042
4208,Bib.Pop. Martín Torres,1980-01-01,,58042
3023,Bib.Pop. de Front. Dr. G Alvarez,1983-08-12,bpgalvarez@yahoo.com.ar,58049
4273,BIb. Pop. La Cascada,2006-01-23,,58056
826,Bib.Pop. 9 de Julio,1917-11-04,bp9jul@smandes.com.ar,58056
3106,Bib.Pop. 4 de Febrero,1987-06-09,,58056
3764,Bib.Pop. Ruca Trabun,1980-01-01,,58056
3090,Bib.Pop. Loncopue,1981-08-28,,58063
3169,Bib.Pop. Osvaldo Bayer,1991-11-25,,58070
3097,Bib.Pop. Cerro Los Quiques,1980-01-01,bipopclq@yahoo.com.ar,58077
3087,Bib.Pop. Mariano Moreno,1980-01-01,,58077
3581,Bib.Pop. La corona,1985-11-22,,58077
2142,Bib.Pop. Bernardino Rivadavia,1942-05-25,bibliotecaphuecu@hotmail.com,58084
3129,Bib.Pop. Chochoy Mallin,1980-01-01,,58084
4305,Bib.Pop. José Fernández,2005-03-10,bibpopjfernandez@hotmail.com,58091
3807,Bib.Pop.Mun. Don Elias Sapag,1980-01-01,,58091
4229,Bib. Pop. Pedro Néstor Jaramillo,2000-05-08,,58098
3095,Bib.Pop. Palighuen,1985-09-23,,58105
827,Bib.Pop. Elordi,1916-05-12,,58112
3833,Bib.Pop. La Libroteca,1998-07-09,,58112
830,Bib.Pop. Bartolomé Mitre,1906-01-31,biblioteca.mitre@yahoo.com.ar,62007
4235,Bib. Pop. Pablo Neruda,2004-04-09,bibliotecapabloneruda@live.com.ar,62007
4130,Bib.Pop.Pub.Mun. J. B. Campastro,1980-01-01,,62007
3150,Bib.Pop. Del niño,1990-07-14,bibliotecadelninio@hotmail.com,62007
4332,Bib. Pop. Próspero Entraigas,1990-03-23,,62007
3147,Bib.Pop. Pedro Garro Vidal,1980-01-01,bibliotecapgv@yahoo.com.ar,62014
